Date,FPT_DATA,HPG_DATA,MBB_DATA,MWG_DATA,VIC_DATA
2015-07-24,0.012635,0.044342,0.006207,0.054808,-0.006823
2015-07-27,0.029012,0.028418,-0.006207,-0.013423,0.004554
2015-07-28,-0.016451,-0.037348,-0.01223,-0.006725,-0.004554
2015-07-29,-0.006219,-0.026441,-0.006322,-0.013698,-0.013787
2015-07-30,-0.01264,0.005844,0.0,0.0,-0.002316
2015-07-31,0.0,-0.033289,-0.006363,-0.013888,0.0
2015-08-03,-0.017047,0.0,-0.019025,0.0,0.0
2015-08-04,0.01071,0.003151,0.006177,-0.007074,-0.002322
2015-08-05,0.008469,0.030139,0.019211,0.013986,0.004638
2015-08-06,-0.012774,-0.012003,0.006322,-0.006913,-0.004638
2015-08-07,0.010642,0.026875,0.0,-0.007074,0.0
2015-08-10,0.025038,0.020296,0.006283,0.013986,0.011555
2015-08-11,-0.004088,-0.008609,0.0,0.0,0.004585
2015-08-12,-0.014653,-0.035477,-0.018968,-0.013986,-0.013819
2015-08-13,-0.012635,-0.01808,-0.019025,0.0,-0.014012
2015-08-14,-0.004305,-0.003141,-0.006527,0.0,-0.0166
2015-08-17,-0.012852,-0.02813,-0.016982,-0.00701,-0.019315
2015-08-18,0.008615,0.012568,0.006638,-0.007174,0.016921
2015-08-19,-0.010802,-0.009338,0.013457,-0.021603,-0.021808
2015-08-20,-0.013137,-0.022233,-0.027097,-0.044781,-0.004912
2015-08-21,-0.006589,-0.029199,-0.013505,-0.015384,-0.012432
2015-08-24,-0.064003,-0.072305,-0.064517,-0.064018,0.0
2015-08-25,0.01174,0.065492,0.007225,0.032521,0.0
2015-08-26,0.027572,0.04882,0.036025,0.0,0.00249
2015-08-27,0.004568,-0.006234,0.007249,0.015872,0.019741
2015-08-28,0.008983,0.009484,0.027523,0.015624,0.016921
2015-08-31,-0.011265,-0.016057,-0.027523,0.022928,-0.004805
2015-09-01,-0.002287,0.0,0.014018,-0.022928,0.0
2015-09-03,-0.009106,-0.0326,-0.014018,-0.015624,-0.009681
2015-09-04,0.002307,-0.013406,0.006871,-0.007968,0.009681
2015-09-07,-0.004528,-0.017094,0.007148,-0.032261,0.002406
2015-09-08,0.00683,0.033902,0.040602,0.016261,0.0024
2015-09-09,0.004497,0.016226,0.020004,-0.008032,0.004782
2015-09-10,0.002287,-0.009765,0.0,0.0,0.011857
2015-09-11,-0.004487,-0.023268,-0.006726,-0.008228,-0.009474
2015-09-14,-0.006906,-0.013588,0.019442,-0.008164,-0.004771
2015-09-15,0.0,-0.003506,-0.03272,-0.025172,-0.002394
2015-09-16,0.0,0.017094,-0.013457,0.0,0.0
2015-09-17,0.002307,0.009994,-0.006638,0.016807,0.007165
2015-09-18,0.018089,0.026374,0.013546,0.008365,0.0
2015-09-21,0.019989,0.028642,0.026553,0.048393,0.021192
2015-09-22,-0.006589,0.00323,-0.006726,-0.007968,-0.002333
2015-09-23,-0.006633,-0.006176,0.006726,-0.007904,-0.007031
2015-09-24,0.004397,-0.006511,0.006378,-0.016128,-0.002355
2015-09-25,-0.004397,-0.009547,-0.013104,0.008032,-0.007097
2015-09-28,-0.008943,-0.029199,-0.013278,-0.008032,-0.002377
2015-09-29,0.0,-0.003401,0.0,-0.016393,-0.009565
2015-09-30,0.0,0.009861,0.0,0.008164,0.0024
2015-10-01,0.002175,0.009765,0.013278,0.008228,-0.0024
2015-10-02,0.0,0.006659,-0.006463,0.008032,0.0
2015-10-05,0.008923,0.015861,0.006463,0.008096,0.0
2015-10-06,0.02201,0.019115,0.019442,0.039157,0.011942
2015-10-07,-0.017533,-0.015855,-0.006338,0.015267,0.009452
2015-10-08,0.013135,0.021953,-0.019567,0.058841,0.023246
2015-10-09,0.0,0.006349,-0.013365,-0.028988,-0.004606
2015-10-12,0.0,0.01201,-0.006907,-0.022246,-0.002311
